category,name,source_level,status,source_url,notes
protected_building_candidate,英国领事馆,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,巡捕房,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,侵华日军水上司令部,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,浙海关,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,江北天主教堂,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,江北耶稣圣教堂,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,宁波邮政局,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,通商银行旧址,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,宏昌源号,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,严氏山庄,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
protected_building_candidate,朱宅,secondary_snippet,candidate_needs_official_verification,https://www.bing.com/search?q=%E5%AE%81%E6%B3%A2+%E8%80%81%E5%A4%96%E6%BB%A9+%E4%BF%9D%E6%8A%A4%E5%BB%BA%E7%AD%91+%E5%90%8D%E5%BD%95,来自老外滩建筑介绍检索摘要，可作为对象清单候选，尚需对接宁波保护名录或文保点名录核验。
